9.600000000000000000e+02 2.107294839277944754e-01 5.087390920363779297e+12
9.700000000000000000e+02 2.107294839277944754e-01 5.087390920363779297e+12
9.800000000000000000e+02 2.107294839277944754e-01 5.087390920363779297e+12
9.900000000000000000e+02 2.107294839277944754e-01 5.087390920363779297e+12
1.000000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.010000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.020000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.030000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.040000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.050000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.060000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.070000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.080000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.090000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.100000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.110000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.120000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.130000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.140000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.150000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.160000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.170000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.180000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.190000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.200000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.210000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.220000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.230000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.240000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
1.250000000000000000e+03 2.107294839277944754e-01 5.087390920363779297e+12
